entity_id,friendly_name,domain,platform,device_name,manufacturer,model,area,disabled,hidden
sensor.nginx_proxy_manager_version,Version,sensor,hassio,Nginx Proxy Manager,Home Assistant Community Add-ons,Home Assistant Add-on,,integration,
sensor.occupancy_mode_auto,Occupancy Mode Auto,sensor,template,,,,,,
sensor.openwakeword_cpu_percent,CPU percent,sensor,hassio,openWakeWord,Official add-ons,Home Assistant Add-on,,integration,
sensor.openwakeword_memory_percent,Memory percent,sensor,hassio,openWakeWord,Official add-ons,Home Assistant Add-on,,integration,
sensor.openwakeword_newest_version,Newest version,sensor,hassio,openWakeWord,Official add-ons,Home Assistant Add-on,,integration,
sensor.openwakeword_version,Version,sensor,hassio,openWakeWord,Official add-ons,Home Assistant Add-on,,integration,
sensor.outside_humidity,Outside Humidity,sensor,template,,,,,,
sensor.outside_temperature,Outside Temperature,sensor,template,,,,,,
sensor.p_f_p_ap_ac_pro_clients,Clients,sensor,unifi,P.F.P - AP- AC Pro,Ubiquiti Networks,U7PG2,,integration,
sensor.p_f_p_ap_ac_pro_cpu_utilization,CPU utilization,sensor,unifi,P.F.P - AP- AC Pro,Ubiquiti Networks,U7PG2,,,
sensor.p_f_p_ap_ac_pro_memory_utilization,Memory utilization,sensor,unifi,P.F.P - AP- AC Pro,Ubiquiti Networks,U7PG2,,,
sensor.p_f_p_ap_ac_pro_state,State,sensor,unifi,P.F.P - AP- AC Pro,Ubiquiti Networks,U7PG2,,,
sensor.p_f_p_ap_ac_pro_uplink_mac,Uplink MAC,sensor,unifi,P.F.P - AP- AC Pro,Ubiquiti Networks,U7PG2,,,
sensor.p_f_p_ap_ac_pro_uptime,Uptime,sensor,unifi,P.F.P - AP- AC Pro,Ubiquiti Networks,U7PG2,,,
sensor.p_f_p_ubb_clients,Clients,sensor,unifi,P.F.P. - UBB,Ubiquiti Networks,UBB,Back Yard Tower,integration,
sensor.p_f_p_ubb_cpu_utilization,CPU utilization,sensor,unifi,P.F.P. - UBB,Ubiquiti Networks,UBB,Back Yard Tower,,
sensor.p_f_p_ubb_memory_utilization,Memory utilization,sensor,unifi,P.F.P. - UBB,Ubiquiti Networks,UBB,Back Yard Tower,,
sensor.p_f_p_ubb_state,State,sensor,unifi,P.F.P. - UBB,Ubiquiti Networks,UBB,Back Yard Tower,,
sensor.p_f_p_ubb_temperature,Temperature,sensor,unifi,P.F.P. - UBB,Ubiquiti Networks,UBB,Back Yard Tower,,
sensor.p_f_p_ubb_uplink_mac,Uplink MAC,sensor,unifi,P.F.P. - UBB,Ubiquiti Networks,UBB,Back Yard Tower,,
sensor.p_f_p_ubb_uptime,Uptime,sensor,unifi,P.F.P. - UBB,Ubiquiti Networks,UBB,Back Yard Tower,,
sensor.p_f_p_usw_lite_8_poe_clients,Clients,sensor,unifi,P.F.P. - USW-Lite-8-PoE,Ubiquiti Networks,USL8LPB,Pigeon Falls Properties,,
sensor.p_f_p_usw_lite_8_poe_cpu_utilization,CPU utilization,sensor,unifi,P.F.P. - USW-Lite-8-PoE,Ubiquiti Networks,USL8LPB,Pigeon Falls Properties,,
sensor.p_f_p_usw_lite_8_poe_memory_utilization,Memory utilization,sensor,unifi,P.F.P. - USW-Lite-8-PoE,Ubiquiti Networks,USL8LPB,Pigeon Falls Properties,,
sensor.p_f_p_usw_lite_8_poe_port_1_poe_power,Port 1 PoE Power,sensor,unifi,P.F.P. - USW-Lite-8-PoE,Ubiquiti Networks,USL8LPB,Pigeon Falls Properties,integration,
sensor.p_f_p_usw_lite_8_poe_port_2_poe_power,Port 2 PoE Power,sensor,unifi,P.F.P. - USW-Lite-8-PoE,Ubiquiti Networks,USL8LPB,Pigeon Falls Properties,integration,
sensor.p_f_p_usw_lite_8_poe_port_3_poe_power,Port 3 PoE Power,sensor,unifi,P.F.P. - USW-Lite-8-PoE,Ubiquiti Networks,USL8LPB,Pigeon Falls Properties,integration,
sensor.p_f_p_usw_lite_8_poe_port_4_poe_power,Port 4 PoE Power,sensor,unifi,P.F.P. - USW-Lite-8-PoE,Ubiquiti Networks,USL8LPB,Pigeon Falls Properties,integration,
sensor.p_f_p_usw_lite_8_poe_state,State,sensor,unifi,P.F.P. - USW-Lite-8-PoE,Ubiquiti Networks,USL8LPB,Pigeon Falls Properties,,
sensor.p_f_p_usw_lite_8_poe_uplink_mac,Uplink MAC,sensor,unifi,P.F.P. - USW-Lite-8-PoE,Ubiquiti Networks,USL8LPB,Pigeon Falls Properties,,
sensor.p_f_p_usw_lite_8_poe_uptime,Uptime,sensor,unifi,P.F.P. - USW-Lite-8-PoE,Ubiquiti Networks,USL8LPB,Pigeon Falls Properties,,
sensor.people_home_count,People Home Count,sensor,template,,,,,,
sensor.people_home_count_2,People Home Count,sensor,template,,,,,,
sensor.people_home_list,People Home List,sensor,template,,,,,,
sensor.pfp_east_nest_thermostat_sensor_humidity,PFP East Nest Thermostat Humidity Sensor,sensor,nest,PFP East,Google Nest,Thermostat,Pigeon Falls Properties,,
sensor.pfp_east_nest_thermostat_sensor_temperature,PFP East Nest Thermostat Temperature Sensor,sensor,nest,PFP East,Google Nest,Thermostat,Pigeon Falls Properties,,
sensor.pfp_echo_link_link_speed,Link speed,sensor,unifi,PFP - Echo Link,Amazon Technologies Inc.,,,integration,
sensor.pfp_west_nest_sensor_temperature,PFP West Nest Thermostat Temperature Sensor,sensor,nest,PFP West,Google Nest,Thermostat,Pigeon Falls Properties,,
